"","country","indicator","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9"
"45","LTU","Trade",8.25745632476512,6.8350212767628,-10.3575671670923,-14.8391388766771,8.46162541454432,10.2758858928905,6.80970095484459,-2.23393138532259,3.68903832438359
"46","LVA","Trade",16.0482353121776,-1.45685849871329,1.96636737687301,-10.5732798619632,1.8799273296213,4.74074761359891,-3.15091307804821,1.50530154240521,8.92460421231759
"47","HUN","Trade",4.91048738923701,11.5738488700892,12.488060215394,6.506102354221,23.366807126937,-6.29344629463,-12.781294237997,-1.41425961730499,6.619139639503
"48","EST","Trade",-9.10399139021999,19.584621704261,4.748636140581,-13.557029589289,-18.358448160007,0.137419115067999,-2.559526037756,-0.81347544874501,7.634737367857
"49","CZE","Trade",-2.4807331401349,3.5595539682907,-0.471079871839905,1.61965509121551,12.054583002909,1.01502325025862,-7.76228599390191,3.5620408340818,18.7185881960669
"50","CYP","Trade",6.52789364795399,-0.766773654892006,-4.978921709811,-3.52824472057398,6.38109162224799,-5.544436095175,-8.27595869092899,-9.642603415669,0.128074202113993
"51","SVN","Health",26.87010275,-14.30790026,58.55734952,23.57708195,-48.5769772,51.63439019,117.46169886,280.96561662,153.96289501
"52","SVK","Health",31.99329128,-23.70403577,4.87341144000001,-16.49774434,-10.58428086,8.21553598,40.00734687,104.16770853,206.04110966
"53","POL","Health",41.0977031,-10.48950232,36.1546528,-15.27799439,-1.72344962,44.51818516,36.72372043,25.72442262,56.51282891
"54","MLT","Health",50.0688275,-17.77425953,27.47865312,2.07247417000008,-18.17848847,26.82592727,149.41540742,243.12791703,152.59906561
"55","LTU","Health",30.82485115,31.84618391,30.02862339,0.383661749999987,19.03099269,8.01310624999999,45.55952482,89.45541489,24.41313596
"56","LVA","Health",25.38550719,19.32903922,15.66140244,20.29787308,0.76166004000001,19.36494239,34.62786195,48.23066907,94.6796971099999
"57","HUN","Health",-7.99089254999996,-6.51145345000003,26.25436536,9.87842490999998,-18.93125751,48.56788897,121.10165053,210.44972115,122.31477385
"58","EST","Health",53.31967384,4.32603689999999,0.661584500000004,19.46928212,-28.19776261,3.33017193999999,38.95553629,95.73415526,99.93676691
"59","CZE","Health",28.76829307,-33.89432244,28.751538,-14.37626509,-22.37552696,42.8349606,118.5235759,144.22266182,104.9768344
"60","CYP","Health",63.41483279,-15.81822286,47.64240188,11.99461552,-34.55289529,30.35215126,110.95364268,365.74664966,124.25967056
